id	label	sublabel	description	x	y	cluster	weight<total count>	score<average pub year>	weight<2010~2012 Peoples R China count>	weight<2017~2019 Peoples R China count>	weight<2010~2012 USA count>	weight<2017~2019 USA count>	score<USA ratio for 2010~2012>	score<USA ratio for 2017~2019>	weight<default>	weight<Top10 2010~2012 Peoples R China count>	weight<Top10 2017~2019 Peoples R China count>	weight<Top10 2010~2012 USA count>	weight<Top10 2017~2019 USA count>	score<Top10 USA ratio for 2010~2012>	score<Top10 USA ratio for 2017~2019>	weight<Top1 2010~2012 Peoples R China count>	weight<Top1 2017~2019 Peoples R China count>	weight<Top1 2010~2012 USA count>	weight<Top1 2017~2019 USA count>	score<Top1 USA ratio for 2010~2012>	score<Top1 USA ratio for 2017~2019>
10	10	dissociative recombination; tilde; mu m; rydberg state; photodissociation dynamic	<table><tr><td>Micro-level field:</td><td>10</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of chemical physics; journal of physical chemistry a; chemical physics letters; journal of molecular spectroscopy; physical chemistry chemical physics</td></tr><tr><td>Terms:</td><td>dissociative recombination; tilde; mu m; rydberg state; photodissociation dynamic</td></tr></table>	0.6935	-0.5009	3	40781	2008.7707	829	692	1436	1217	0.633995584988963	0.637506547930854	10	13	19	126	108	0.906474820143885	0.850393700787402	1	1	9	11	0.9	0.916666666666667
11	11	microrna expression; serum mir; microrna mir; tumor suppressive microrna; cluster	<table><tr><td>Micro-level field:</td><td>11</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>plos one; oncotarget; oncology letters; molecular medicine reports; oncology reports</td></tr><tr><td>Terms:</td><td>microrna expression; serum mir; microrna mir; tumor suppressive microrna; cluster</td></tr></table>	-0.8493	-0.2022	2	40109	2014.9902	1810	7692	2355	1510	0.565426170468187	0.164094762008259	10	708	1111	1062	318	0.6	0.222533240027992	54	31	117	16	0.68421052631579	0.340425531914894
12	12	rutile tio2; anatase; titanate nanotube; tio2 photocatalyst; tio2 powder	<table><tr><td>Micro-level field:</td><td>12</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of physical chemistry c; applied surface science; applied catalysis b-environmental; advanced materials research; journal of photochemistry and photobiology a-chemistry</td></tr><tr><td>Terms:</td><td>rutile tio2; anatase; titanate nanotube; tio2 photocatalyst; tio2 powder</td></tr></table>	0.6135	-0.5599	3	39754	2011.9662	2474	2163	624	436	0.201420271142673	0.167756829549827	10	331	160	133	40	0.286637931034483	0.2	31	4	22	4	0.415094339622642	0.5
13	13	somatic hypermutation; hla system; j recombination; b cell development; aid	<table><tr><td>Micro-level field:</td><td>13</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of immunology; european journal of immunology; tissue antigens; proceedings of the national academy of sciences of the united states of america; journal of experimental medicine</td></tr><tr><td>Terms:</td><td>somatic hypermutation; hla system; j recombination; b cell development; aid</td></tr></table>	-0.8374	-0.2054	2	39683	2007.361	487	473	1771	1191	0.784322409211692	0.715745192307692	10	9	32	209	188	0.958715596330275	0.854545454545455	1	2	18	19	0.947368421052632	0.904761904761905
14	14	knowledge management; absorptive capacity; market orientation; tacit knowledge; new product performance	<table><tr><td>Micro-level field:</td><td>14</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>strategic management journal; journal of business research; journal of knowledge management; journal of product innovation management; international journal of technology management</td></tr><tr><td>Terms:</td><td>knowledge management; absorptive capacity; market orientation; tacit knowledge; new product performance</td></tr></table>	0.0436	0.756	1	39321	2011.3281	232	689	1265	1041	0.84502338009352	0.601734104046243	10	34	49	233	126	0.872659176029963	0.72	4	3	27	13	0.870967741935484	0.8125
15	15	superheavy nuclei; alpha decay; shape coexistence; high; excited state	<table><tr><td>Micro-level field:</td><td>15</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review c; aip conference proceedings; nuclear physics a; european physical journal a; journal of physics conference series</td></tr><tr><td>Terms:</td><td>superheavy nuclei; alpha decay; shape coexistence; high; excited state</td></tr></table>	1.2375	-0.2718	3	39227	2009.823	721	728	1195	1081	0.623695198329854	0.597567716970702	10	91	74	226	155	0.712933753943218	0.676855895196507	4	5	18	7	0.818181818181818	0.583333333333333
16	16	large scale structure; dark energy model; holographic dark energy; wmap; non gaussianity	<table><tr><td>Micro-level field:</td><td>16</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review d; journal of cosmology and astroparticle physics; monthly notices of the royal astronomical society; physics letters b; astrophysical journal</td></tr><tr><td>Terms:</td><td>large scale structure; dark energy model; holographic dark energy; wmap; non gaussianity</td></tr></table>	1.247	-0.2543	3	39086	2011.6665	511	747	1382	1477	0.730058108821976	0.664118705035971	10	72	137	308	357	0.810526315789474	0.722672064777328	11	14	63	69	0.851351351351351	0.831325301204819
17	17	sedentary time; accelerometry; pedometer; active commuting; physical activity intervention	<table><tr><td>Micro-level field:</td><td>17</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>bmc public health; journal of physical activity & health; international journal of behavioral nutrition and physical activity; preventive medicine; international journal of environmental research and public health</td></tr><tr><td>Terms:</td><td>sedentary time; accelerometry; pedometer; active commuting; physical activity intervention</td></tr></table>	-0.581	0.3992	2	38964	2012.9027	98	395	2786	3275	0.966019417475728	0.892370572207085	10	20	60	559	378	0.96545768566494	0.863013698630137	2	9	105	49	0.981308411214953	0.844827586206897
18	18	amyloid precursor protein; aggregation; amyloid beta peptide; gamma secretase; amyloid fibril	<table><tr><td>Micro-level field:</td><td>18</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of alzheimers disease; journal of biological chemistry; neurobiology of aging; plos one; journal of neuroscience</td></tr><tr><td>Terms:</td><td>amyloid precursor protein; aggregation; amyloid beta peptide; gamma secretase; amyloid fibril</td></tr></table>	-0.7595	-0.1782	2	38102	2011.0337	609	1210	2544	2109	0.806850618458611	0.635432359144321	10	59	121	631	503	0.914492753623188	0.806089743589744	2	8	96	90	0.979591836734694	0.918367346938776
19	19	biosorption; anionic dye; congo red; hexavalent chromium; dye	<table><tr><td>Micro-level field:</td><td>19</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources:</td><td>desalination and water treatment; journal of hazardous materials; chemical engineering journal; rsc advances; bioresource technology</td></tr><tr><td>Terms:</td><td>biosorption; anionic dye; congo red; hexavalent chromium; dye</td></tr></table>	0.3292	-0.4732	3	38087	2013.8712	1267	3214	157	378	0.110252808988764	0.105233853006682	10	362	698	41	114	0.101736972704715	0.140394088669951	70	86	7	21	0.0909090909090909	0.196261682242991
20	20	cu2o; semiconductor superlattice; spherical quantum dot; sigehbts; bipolar transistor	<table><tr><td>Micro-level field:</td><td>20</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review b; journal of applied physics; applied physics letters; journal of crystal growth; proceedings of spie</td></tr><tr><td>Terms:</td><td>cu2o; semiconductor superlattice; spherical quantum dot; sigehbts; bipolar transistor</td></tr></table>	0.875	-0.4801	3	37957	2006.9724	412	273	560	278	0.576131687242798	0.50453720508167	10	7	0	25	0	0.78125	0	0	0	0	0	0	0
21	21	ly alpha emitter; circumgalactic medium; lyman break galaxy; galaxy luminosity function; red sequence	<table><tr><td>Micro-level field:</td><td>21</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>monthly notices of the royal astronomical society; astrophysical journal; astronomy & astrophysics; astronomical society of the pacific conference series; astronomical journal</td></tr><tr><td>Terms:</td><td>ly alpha emitter; circumgalactic medium; lyman break galaxy; galaxy luminosity function; red sequence</td></tr></table>	1.2421	-0.2581	3	37903	2009.9009	277	559	2619	2885	0.904350828729282	0.837688734030197	10	41	83	686	610	0.943603851444292	0.88023088023088	12	12	99	73	0.891891891891892	0.858823529411765
22	22	zno nanorod array; zinc oxide thin film; zno nanowires; zno film	<table><tr><td>Micro-level field:</td><td>22</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>applied physics letters; applied surface science; thin solid films; journal of applied physics; journal of alloys and compounds</td></tr><tr><td>Terms:</td><td>zno nanorod array; zinc oxide thin film; zno nanowires; zno film</td></tr></table>	0.705	-0.5574	3	36855	2011.7641	2171	1236	643	298	0.228500355366027	0.194263363754889	10	188	54	75	15	0.285171102661597	0.217391304347826	13	6	4	1	0.235294117647059	0.142857142857143
23	23	optical property; inn; gan film; efficiency droop; hydride vapor phase epitaxy	<table><tr><td>Micro-level field:</td><td>23</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>applied physics letters; journal of crystal growth; journal of applied physics; physica status solidi c-current topics in solid state physics; japanese journal of applied physics</td></tr><tr><td>Terms:</td><td>optical property; inn; gan film; efficiency droop; hydride vapor phase epitaxy</td></tr></table>	0.8403	-0.4824	3	36323	2009.8384	809	1159	871	671	0.518452380952381	0.366666666666667	10	21	47	144	52	0.872727272727273	0.525252525252525	0	5	9	4	1	0.444444444444444
24	24	constitution; lawyer; federalism; judicial review; supreme court	<table><tr><td>Micro-level field:</td><td>24</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>fordham law review; harvard law review; notre dame law review; columbia law review; university of chicago law review</td></tr><tr><td>Terms:</td><td>constitution; lawyer; federalism; judicial review; supreme court</td></tr></table>	-0.1697	0.8403	1	36114	2009.8784	72	100	4065	3828	0.982596084118927	0.974541751527495	10	0	3	426	379	1	0.992146596858639	0	1	44	43	1	0.977272727272727
25	25	hepatitis c virus genotype; chronic hepatitis c; hcv genotype; ribavirin; direct acting antiviral	<table><tr><td>Micro-level field:</td><td>25</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>hepatology; journal of viral hepatitis; journal of hepatology; journal of virology; plos one</td></tr><tr><td>Terms:</td><td>hepatitis c virus genotype; chronic hepatitis c; hcv genotype; ribavirin; direct acting antiviral</td></tr></table>	-0.7703	-0.1795	2	35948	2010.7657	274	432	1630	1819	0.85609243697479	0.808085295424256	10	13	17	254	270	0.951310861423221	0.940766550522648	0	3	26	28	1	0.903225806451613
26	26	bipb; underdoped cuprate; cuprate superconductor; high t c cuprate; cuprate	<table><tr><td>Micro-level field:</td><td>26</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review b; physica c-superconductivity and its applications; superconductor science & technology; physical review letters; ieee transactions on applied superconductivity</td></tr><tr><td>Terms:</td><td>bipb; underdoped cuprate; cuprate superconductor; high t c cuprate; cuprate</td></tr></table>	0.8981	-0.5179	3	35931	2006.68	437	340	679	468	0.608422939068101	0.579207920792079	10	8	9	52	37	0.866666666666667	0.804347826086957	0	0	2	0	1	0
27	27	cloud radio access network; mimo broadcast channel; massive mimo; millimeter wave mimo system; low resolution adc	<table><tr><td>Micro-level field:</td><td>27</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee vehicular technology conference proceedings; ieee international conference on communications; ieee transactions on wireless communications; ieee transactions on vehicular technology; ieee transactions on communications</td></tr><tr><td>Terms:</td><td>cloud radio access network; mimo broadcast channel; massive mimo; millimeter wave mimo system; low resolution adc</td></tr></table>	0.8414	0.5416	5	35545	2013.1639	421	1710	405	784	0.490314769975787	0.314354450681636	10	50	225	115	211	0.696969696969697	0.48394495412844	9	38	33	41	0.785714285714286	0.518987341772152
28	28	sars cov; pneumonia; infection; severe acute respiratory syndrome coronavirus; mortality	<table><tr><td>Micro-level field:</td><td>28</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of virology; plos one; emerging infectious diseases; journal of medical virology; international journal of infectious diseases</td></tr><tr><td>Terms:</td><td>sars cov; pneumonia; infection; severe acute respiratory syndrome coronavirus; mortality</td></tr></table>	-0.6843	-0.1651	2	35417	2018.1651	139	230	199	449	0.588757396449704	0.661266568483063	10	27	118	61	257	0.693181818181818	0.685333333333333	3	42	12	93	0.8	0.688888888888889
29	29	severe asthma; inhaled corticosteroid; asthma control; acute asthma; formoterol	<table><tr><td>Micro-level field:</td><td>29</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of allergy and clinical immunology; journal of asthma; annals of allergy asthma & immunology; european respiratory journal; american journal of respiratory and critical care medicine</td></tr><tr><td>Terms:</td><td>severe asthma; inhaled corticosteroid; asthma control; acute asthma; formoterol</td></tr></table>	-0.7938	-0.1306	2	35127	2009.9841	159	456	1509	1474	0.904676258992806	0.763730569948187	10	11	27	189	195	0.945	0.878378378378378	4	2	25	33	0.862068965517241	0.942857142857143
30	30	tokamak plasma; diii d; mode; asdex upgrade; scrape	<table><tr><td>Micro-level field:</td><td>30</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physics of plasmas; nuclear fusion; plasma physics and controlled fusion; fusion engineering and design; review of scientific instruments</td></tr><tr><td>Terms:</td><td>tokamak plasma; diii d; mode; asdex upgrade; scrape</td></tr></table>	0.9223	-0.4044	3	35015	2010.3359	531	1350	1537	1954	0.743230174081238	0.591404358353511	10	27	130	158	255	0.854054054054054	0.662337662337662	1	12	9	24	0.9	0.666666666666667
31	31	leader member exchange; ethical leadership; abusive supervision; organizational justice; organizational citizenship behavior	<table><tr><td>Micro-level field:</td><td>31</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>journal of applied psychology; journal of organizational behavior; leadership quarterly; international journal of human resource management; journal of business and psychology</td></tr><tr><td>Terms:</td><td>leader member exchange; ethical leadership; abusive supervision; organizational justice; organizational citizenship behavior</td></tr></table>	-0.1914	0.7522	1	34543	2012.732	357	1143	2026	2251	0.850188837599664	0.663229228049499	10	64	209	418	404	0.867219917012448	0.65905383360522	8	19	63	44	0.887323943661972	0.698412698412698
32	32	unit root; inflation expectation; power parity; long memory; monetary policy rule	<table><tr><td>Micro-level field:</td><td>32</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>economics letters; applied economics; economic modelling; applied economics letters; journal of money credit and banking</td></tr><tr><td>Terms:</td><td>unit root; inflation expectation; power parity; long memory; monetary policy rule</td></tr></table>	0.0536	0.7325	1	34211	2011.0232	214	429	1589	1493	0.881308929561841	0.776795005202914	10	5	11	160	141	0.96969696969697	0.927631578947368	0	0	21	17	1	1
33	33	mobile sink; wireless multimedia sensor network; lifetime; energy efficient wireless sensor network; target tracking	<table><tr><td>Micro-level field:</td><td>33</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; international journal of distributed sensor networks; sensors; wireless personal communications; ieee international conference on communications</td></tr><tr><td>Terms:</td><td>mobile sink; wireless multimedia sensor network; lifetime; energy efficient wireless sensor network; target tracking</td></tr></table>	0.7812	0.5589	5	33937	2012.1896	554	944	554	300	0.5	0.241157556270096	10	81	98	108	35	0.571428571428571	0.263157894736842	2	14	8	2	0.8	0.125
34	34	spring migration; nest survival; brood parasitism; nest predation; nest site selection	<table><tr><td>Micro-level field:</td><td>34</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of wildlife management; condor; wilson journal of ornithology; waterbirds; auk</td></tr><tr><td>Terms:</td><td>spring migration; nest survival; brood parasitism; nest predation; nest site selection</td></tr></table>	-0.2208	-0.1287	4	33579	2010.3189	95	220	1832	1960	0.950700570835496	0.89908256880734	10	10	24	162	156	0.941860465116279	0.866666666666667	1	1	20	6	0.952380952380952	0.857142857142857
35	35	mini mental state examination; normative data; montreal cognitive assessment; validity; late life depression	<table><tr><td>Micro-level field:</td><td>35</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of alzheimers disease; international journal of geriatric psychiatry; international psychogeriatrics; neurology; dementia and geriatric cognitive disorders</td></tr><tr><td>Terms:</td><td>mini mental state examination; normative data; montreal cognitive assessment; validity; late life depression</td></tr></table>	-0.6702	0.2305	2	32821	2011.4344	170	599	1649	1934	0.906542056074766	0.763521515988946	10	18	62	308	333	0.94478527607362	0.843037974683544	3	7	42	53	0.933333333333333	0.883333333333333
36	36	sol gel; hydroxyapatite coating; po4; synthesis; vitro bioactivity	<table><tr><td>Micro-level field:</td><td>36</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>key engineering materials; materials science & engineering c-materials for biological applications; journal of materials science-materials in medicine; ceramics international; biomaterials</td></tr><tr><td>Terms:</td><td>sol gel; hydroxyapatite coating; po4; synthesis; vitro bioactivity</td></tr></table>	0.2753	-0.4378	3	32763	2011.4688	1068	1318	549	482	0.339517625231911	0.267777777777778	10	94	141	86	72	0.477777777777778	0.338028169014085	4	13	9	4	0.692307692307692	0.235294117647059
37	37	sunspot; active region; flare; coronal loop; quiet sun	<table><tr><td>Micro-level field:</td><td>37</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>astrophysical journal; astronomy & astrophysics; solar physics; astronomical society of the pacific conference series; advances in space research</td></tr><tr><td>Terms:</td><td>sunspot; active region; flare; coronal loop; quiet sun</td></tr></table>	0.9908	-0.1911	3	32521	2009.8812	399	659	1590	1418	0.799396681749623	0.682715454983149	10	26	30	179	116	0.873170731707317	0.794520547945206	0	0	16	3	1	1
38	38	white organic light; iridium; diode; oled; host material	<table><tr><td>Micro-level field:</td><td>38</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>applied physics letters; synthetic metals; organic electronics; proceedings of spie; journal of materials chemistry c</td></tr><tr><td>Terms:</td><td>white organic light; iridium; diode; oled; host material</td></tr></table>	0.4308	-0.6236	3	32475	2010.1662	1453	1837	381	245	0.207742639040349	0.117675312199808	10	135	206	48	41	0.262295081967213	0.165991902834008	6	13	3	6	0.333333333333333	0.315789473684211
39	39	herbivory; insect herbivore; aphidiinae; russian wheat; defoliation	<table><tr><td>Micro-level field:</td><td>39</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>environmental entomology; biological control; entomologia experimentalis et applicata; journal of economic entomology; journal of chemical ecology</td></tr><tr><td>Terms:</td><td>herbivory; insect herbivore; aphidiinae; russian wheat; defoliation</td></tr></table>	-0.2742	-0.1955	4	32380	2010.4498	317	678	1360	1235	0.810971973762671	0.645582854155776	10	28	65	139	106	0.832335329341317	0.619883040935673	1	3	17	9	0.944444444444444	0.75
40	40	high performance supercapacitor; supercapacitor; electrochemical capacitor; ni foam	<table><tr><td>Micro-level field:</td><td>40</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>electrochimica acta; journal of power sources; journal of materials chemistry a; rsc advances; journal of alloys and compounds</td></tr><tr><td>Terms:</td><td>high performance supercapacitor; supercapacitor; electrochemical capacitor; ni foam</td></tr></table>	0.6214	-0.551	3	32234	2015.9941	1104	7763	367	1105	0.249490142760027	0.124605322507894	10	494	1965	205	324	0.293276108726753	0.141546526867628	126	227	72	63	0.363636363636364	0.217241379310345
41	41	hydroformylation; carbonylation; ii ii; mu co; fischer carbene complex	<table><tr><td>Micro-level field:</td><td>41</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>organometallics; journal of organometallic chemistry; inorganic chemistry; dalton transactions; inorganica chimica acta</td></tr><tr><td>Terms:</td><td>hydroformylation; carbonylation; ii ii; mu co; fischer carbene complex</td></tr></table>	0.2306	-0.6859	3	32130	2007.4212	361	277	818	462	0.693808312128923	0.625169147496617	10	8	6	38	9	0.826086956521739	0.6	1	0	2	0	0.666666666666667	0
42	42	secondhand smoke exposure; environmental tobacco smoke; tobacco control; cessation intervention; maternal smoking	<table><tr><td>Micro-level field:</td><td>42</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>nicotine & tobacco research; tobacco control; addictive behaviors; addiction; bmc public health</td></tr><tr><td>Terms:</td><td>secondhand smoke exposure; environmental tobacco smoke; tobacco control; cessation intervention; maternal smoking</td></tr></table>	-0.6409	0.29	2	32068	2011.1244	168	270	2563	2650	0.938484071768583	0.907534246575342	10	10	18	230	168	0.958333333333333	0.903225806451613	0	5	15	12	1	0.705882352941177
